https://github.com/intel/torch-xpu-ops/issues/1679 | @RUIJIEZHONG66166, please help to improve error_message, reproduce_steps, reproduce_platform, reproduce_software_version |  | @chuanqiw, please help to set owner , ,
https://github.com/intel/torch-xpu-ops/issues/1678 |  |  | @chuanqiw, please help to set owner, module:Core , ,
https://github.com/intel/torch-xpu-ops/issues/1645 | @mengfei25, please help to improve error_message, reproduce_steps, reproduce_platform, reproduce_software_version, impact |  | @chuanqiw, please help to set module:UT , ,
https://github.com/intel/torch-xpu-ops/issues/1641 | @xytintel, please help to improve error_message, reproduce_steps, reproduce_platform, reproduce_software_version, impact |  | 
https://github.com/intel/torch-xpu-ops/issues/1636 |  | @zhangxiaoli73, please help to follow up the issue as it is only updated on 2025-05-06 | 
https://github.com/intel/torch-xpu-ops/issues/1634 | @daisyden, please help to improve reproduce_platform, reproduce_software_version |  | 
https://github.com/intel/torch-xpu-ops/issues/1626 | @ZhaoqiongZ, please help to improve impact |  | @chuanqiw, please help to set module:UT , ,
https://github.com/intel/torch-xpu-ops/issues/1624 | @RUIJIEZHONG66166, please help to improve error_message, reproduce_steps, reproduce_platform, reproduce_software_version, impact | @, please help to follow up the issue as it is only updated on 2025-04-29 | @chuanqiw, please help to set owner, module:distributions , ,
https://github.com/intel/torch-xpu-ops/issues/1623 | @zxd1997066, please help to improve error_message, reproduce_steps, impact | @fengyuan14, please help to follow up the issue as it is only updated on 2025-04-28 | 
https://github.com/intel/torch-xpu-ops/issues/1614 |  | @LuFinch, please help to follow up the issue as it is only updated on 2025-04-29 | 
https://github.com/intel/torch-xpu-ops/issues/1612 | @mengfei25, please help to improve reproduce_software_version |  | 
https://github.com/intel/torch-xpu-ops/issues/1606 | @mengfei25, please help to improve error_message | @LuFinch, please help to follow up the issue as it is only updated on 2025-04-24 | 
https://github.com/intel/torch-xpu-ops/issues/1604 | @ratnampa, please help to improve reproduce_steps, impact |  | 
https://github.com/intel/torch-xpu-ops/issues/1597 | @jianyizh, please help to improve error_message, reproduce_steps, reproduce_platform, reproduce_software_version | @, please help to follow up the issue as it is only updated on 2025-04-23 | @chuanqiw, please help to set owner , ,
https://github.com/intel/torch-xpu-ops/issues/1592 |  | @zxd1997066, please help to follow up the issue as it is only updated on 2025-04-22 | 
https://github.com/intel/torch-xpu-ops/issues/1587 | @xytintel, please help to improve error_message, reproduce_steps, reproduce_platform, reproduce_software_version, impact | @xytintel, please help to follow up the issue as it is only updated on 2025-04-21 | 
https://github.com/intel/torch-xpu-ops/issues/1574 | @githubsgi, please help to improve reproduce_steps, impact | @ZhiweiYan-96, please help to follow up the issue as it is only updated on 2025-04-17 | 
https://github.com/intel/torch-xpu-ops/issues/1556 | @PenghuiCheng, please help to improve reproduce_platform, reproduce_software_version |  | 
https://github.com/intel/torch-xpu-ops/issues/1555 | @PenghuiCheng, please help to improve reproduce_steps, reproduce_platform, reproduce_software_version | @githubsgi, please help to follow up the issue as it is only updated on 2025-04-24 | 
https://github.com/intel/torch-xpu-ops/issues/1554 | @chunhuanMeng, please help to improve impact | @chunhuanMeng, please help to follow up the issue as it is only updated on 2025-04-23 | 
https://github.com/intel/torch-xpu-ops/issues/1551 |  | @Chao1Han, please help to follow up the issue as it is only updated on 2025-04-07 | 
https://github.com/intel/torch-xpu-ops/issues/1550 | @PenghuiCheng, please help to improve reproduce_platform, reproduce_software_version |  | 
https://github.com/intel/torch-xpu-ops/issues/1549 | @PenghuiCheng, please help to improve reproduce_steps, reproduce_platform, reproduce_software_version | @Chao1Han, please help to follow up the issue as it is only updated on 2025-04-07 | 
https://github.com/intel/torch-xpu-ops/issues/1548 | @PenghuiCheng, please help to improve reproduce_steps, reproduce_platform, reproduce_software_version | @Chao1Han, please help to follow up the issue as it is only updated on 2025-04-07 | 
https://github.com/intel/torch-xpu-ops/issues/1547 | @PenghuiCheng, please help to improve reproduce_platform, reproduce_software_version | @Chao1Han, please help to follow up the issue as it is only updated on 2025-04-07 | 
https://github.com/intel/torch-xpu-ops/issues/1543 | @airMeng, please help to improve reproduce_platform, reproduce_software_version |  | 
https://github.com/intel/torch-xpu-ops/issues/1513 | @RUIJIEZHONG66166, please help to improve reproduce_steps, reproduce_platform, reproduce_software_version | @RUIJIEZHONG66166, please help to follow up the issue as it is only updated on 2025-04-17 | 
https://github.com/intel/torch-xpu-ops/issues/1512 | @ZhaoqiongZ, please help to improve error_message | @LuFinch, please help to follow up the issue as it is only updated on 2025-04-21 | 
https://github.com/intel/torch-xpu-ops/issues/1510 |  | @Stonepia, please help to follow up the issue as it is only updated on 2025-04-23 | 
https://github.com/intel/torch-xpu-ops/issues/1509 |  | @syedshahbaaz, please help to follow up the issue as it is only updated on 2025-04-23 | 
https://github.com/intel/torch-xpu-ops/issues/1506 | @libohao1201, please help to improve error_message, impact | @Stonepia, please help to follow up the issue as it is only updated on 2025-03-25 | 
https://github.com/intel/torch-xpu-ops/issues/1505 | @libohao1201, please help to improve error_message | @, please help to follow up the issue as it is only updated on 2025-03-25 | @chuanqiw, please help to set owner , ,
https://github.com/intel/torch-xpu-ops/issues/1504 | @daisyden, please help to improve reproduce_software_version | @zhangxiaoli73, please help to follow up the issue as it is only updated on 2025-03-27 | 
https://github.com/intel/torch-xpu-ops/issues/1502 | @libohao1201, please help to improve error_message | @, please help to follow up the issue as it is only updated on 2025-03-25 | @chuanqiw, please help to set owner , ,
